Battery,cycle,capacity_Ah,soh_pct,capacity_fade_pct,charge_duration_min,discharge_dur_min,energy_Wh,max_temp_C
B0005,120,1.4333920485221476,71.67,22.79,71.67,42.64,5.0123,41.03039042540785
B0005,121,1.4382550176792908,71.91,22.53,71.91,42.79,5.0365,41.218903653009626
B0005,122,1.4173547174485526,70.87,23.65,70.87,42.17,4.956,40.89182036981729
B0005,123,1.4069816636776429,70.35,24.21,70.35,41.86,4.9142,40.65247840321352
B0005,124,1.4012037783587623,70.06,24.52,70.06,41.69,4.8895,40.67440385059604
B0005,125,1.3967008232726328,69.84,24.77,69.84,41.55,4.8709,40.71463450273824
B0005,126,1.391284788852726,69.56,25.06,69.56,41.39,4.85,40.70565144370409
B0005,127,1.3862287677978349,69.31,25.33,69.31,41.24,4.8295,40.696869156069326
B0005,128,1.3804366761974138,69.02,25.64,69.02,41.07,4.8068,40.60442540222535
B0005,129,1.3752364150256224,68.76,25.92,68.76,40.92,4.7883,40.55455497537322
B0005,130,1.3705128024895008,68.53,26.18,68.53,40.78,4.7676,40.64562757946504
B0005,131,1.37050855662704,68.53,26.18,68.53,40.78,4.7658,40.72913511316858
B0005,132,1.3647355108681518,68.24,26.49,68.24,40.61,4.7443,40.66733103851702
B0005,133,1.375392016895762,68.77,25.91,68.77,40.92,4.79,41.01678265751372
B0005,134,1.3861115151535393,69.31,25.34,69.31,41.24,4.8371,41.11358772081228
B0005,135,1.369850003583894,68.49,26.21,68.49,40.76,4.7732,41.0291651832534
B0005,136,1.3647827949260758,68.24,26.49,68.24,40.61,4.7463,41.02971442555573
B0005,137,1.3543220466259964,67.72,27.05,67.72,40.29,4.7094,40.725361461895965
B0005,138,1.3546417018378962,67.73,27.03,67.73,40.3,4.7109,41.10772804575616
B0005,139,1.354703921319241,67.74,27.03,67.74,40.31,4.7094,41.31060428109281
B0005,140,1.349314997503458,67.47,27.32,67.46,40.15,4.6874,41.11334870752542
B0005,141,1.3441891937970554,67.21,27.6,67.21,39.99,4.6642,40.89456069448349
B0005,142,1.3389913790695755,66.95,27.88,66.95,39.83,4.6436,40.84992228375306
B0005,143,1.3389145230206971,66.95,27.88,66.94,39.83,4.6453,41.14847344508205
B0005,144,1.3340066759761655,66.7,28.14,66.7,39.69,4.6297,41.07861653298174
B0005,145,1.3286444309174914,66.43,28.43,66.43,39.53,4.6057,40.92005469895581
B0005,146,1.323170899227622,66.16,28.73,66.16,39.37,4.5837,40.71555204594883
B0005,147,1.3181691588445197,65.91,29.0,65.91,39.21,4.5661,40.6659906141436
B0005,148,1.3184664436640334,65.92,28.98,65.92,39.22,4.5698,41.02006502006
B0005,149,1.318293040102702,65.91,28.99,65.92,39.22,4.566,41.00121346642115
B0005,150,1.3238724222442682,66.19,28.69,66.19,39.38,4.5824,40.523979123550006
B0005,151,1.3601216766554785,68.01,26.74,68.01,40.46,4.7292,40.899281677455136
B0005,152,1.3395306867947354,66.98,27.85,66.98,39.85,4.6519,40.905184345691104
B0005,153,1.3290286565120697,66.45,28.41,66.45,39.54,4.6122,40.753742955528345
B0005,154,1.3236741274998955,66.18,28.7,66.18,39.38,4.5906,40.72306254078336
B0005,155,1.318633896753293,65.93,28.97,65.93,39.23,4.5695,40.71276289182772
B0005,156,1.3134751321324272,65.67,29.25,65.67,39.07,4.5505,40.70252493379049
B0005,157,1.3132020634442203,65.66,29.26,65.66,39.07,4.5468,40.769867912095535
B0005,158,1.3077959946944353,65.39,29.56,65.39,38.9,4.5267,40.70780065437411
B0005,159,1.3030329186405918,65.15,29.81,65.15,38.76,4.51,40.68777813156935
B0005,160,1.3033573559038203,65.17,29.79,65.17,38.77,4.5089,40.81433467794727
B0005,161,1.3034100438655642,65.17,29.79,65.17,38.77,4.5066,40.934649901431314
B0005,162,1.2978870806495706,64.89,30.09,64.9,38.61,4.489,40.90160573764766
B0005,163,1.2980735056918902,64.9,30.08,64.9,38.61,4.4855,40.92333096225439
B0005,164,1.293463613844243,64.67,30.33,64.67,38.47,4.4713,40.86467363859314
B0005,165,1.288003392619118,64.4,30.62,64.4,38.31,4.4531,40.85754514759514
B0005,166,1.2874525221379407,64.37,30.65,64.37,38.29,4.4495,40.93702517259015
B0005,167,1.3090153642307354,65.45,29.49,65.45,38.93,4.5379,40.93609151716196
B0005,168,1.3250793286429356,66.25,28.62,66.25,39.41,4.602,40.87390886969321
B0006,1,2.035337591005598,101.77,0.0,101.77,60.91,7.2266,39.16298653238707
B0006,2,2.025140246031412,101.26,0.5,101.26,60.61,7.1996,39.2462026826329
B0006,3,2.013326371345464,100.67,1.08,100.67,60.26,7.1683,38.99920246025285
B0006,4,2.0132846655407413,100.66,1.08,100.66,59.93,7.1722,38.84362777186652
B0006,5,2.000528337624771,100.03,1.71,100.03,59.89,7.117,38.97798888258284
B0006,6,2.0138990759931645,100.69,1.05,100.7,60.28,7.1838,38.83989920742278
B0006,7,2.0131011056269665,100.66,1.09,100.66,60.26,7.1761,39.04610837498471
B0006,8,1.9687898262728405,98.44,3.27,98.44,58.95,7.0123,38.87507521022778
B0006,9,1.9681661764334244,98.41,3.3,98.41,58.58,7.0122,38.7260539826455
B0006,10,1.9572307917560536,97.86,3.84,97.86,58.6,6.9616,38.98629728904917
B0006,11,1.9455991514129352,97.28,4.41,97.28,58.24,6.9266,38.65978861919642
B0006,12,1.934750504484113,96.74,4.94,96.74,57.59,6.8918,38.84979195732924
B0006,13,1.9232799539368028,96.16,5.51,96.16,57.24,6.8519,38.75128344015104
B0006,14,1.911889930948487,95.59,6.07,95.6,57.24,6.8049,38.76853764058789
B0006,15,1.9010667141979305,95.05,6.6,95.05,56.91,6.7574,38.84686112344348
B0006,16,1.8891989948061456,94.46,7.18,94.46,56.56,6.7087,38.8658897816528
B0006,17,1.878278372248849,93.91,7.72,93.91,56.23,6.6792,38.647578733807656
B0006,18,1.8675697161520208,93.38,8.24,93.38,55.91,6.6342,38.79218188173866
B0006,19,1.8675892574453767,93.38,8.24,93.38,55.58,6.6392,38.70730145683621
B0006,20,1.9796265482508184,98.98,2.74,98.98,59.27,7.0465,37.54320599748628
B0006,21,1.9575499080884025,97.88,3.82,97.88,58.61,6.9775,37.90362577530197
B0006,22,1.9458150170787551,97.29,4.4,97.29,58.26,6.9274,37.67016051398871
B0006,23,1.9242461121680088,96.21,5.46,96.21,57.62,6.8508,37.34166959188387
B0006,24,1.945981133142164,97.3,4.39,97.3,57.93,6.9362,37.28979017254232
B0006,25,1.90140793055308,95.07,6.58,95.07,56.6,6.7689,37.16794481484507
B0006,26,1.878674213680085,93.93,7.7,93.93,56.25,6.6697,37.37370958644009
B0006,27,1.8683061328264217,93.42,8.21,93.42,55.94,6.6385,37.17799439404089
B0006,28,1.8560244070083,92.8,8.81,92.8,55.58,6.5907,37.20634436607636
B0006,29,1.8451997961855773,92.26,9.34,92.26,54.91,6.5531,37.17976632018608
B0006,30,1.857228890885317,92.86,8.75,92.86,55.62,6.5955,37.403950478260654
B0006,31,1.924776088909064,96.24,5.43,96.24,57.52,6.8376,37.25007396118109
B0006,32,1.8822317526092551,94.11,7.52,94.11,56.25,6.6893,37.39699052067589
B0006,33,1.8552766878855869,92.76,8.85,92.76,55.6,6.5841,37.285206642025706
B0006,34,1.839250891718188,91.96,9.63,91.96,55.13,6.5197,36.95365902147984
B0006,35,1.8185396073994429,90.93,10.65,90.93,54.52,6.4361,36.93940820337679
B0006,36,1.8134770059567056,90.67,10.9,90.67,54.36,6.4209,37.59874124546701
B0006,37,1.7971018450305436,89.86,11.7,89.86,53.88,6.3567,37.316578000948994
B0006,38,1.7810046294120476,89.05,12.5,89.05,53.4,6.2915,37.38715009201479
B0006,39,1.7710130422682329,88.55,12.99,88.55,53.1,6.2504,37.22606598231413
B0006,40,1.7604712448170945,88.02,13.5,88.02,52.77,6.2119,37.58677381866743
B0006,41,1.7502913788006589,87.51,14.0,87.52,52.46,6.1785,38.11673088112879
B0006,42,1.7394925037732578,86.97,14.54,86.98,52.14,6.1346,38.340431886092745
B0006,43,1.7546766553637203,87.73,13.79,87.73,52.54,6.1794,38.29230099733406
B0006,44,1.7659390941842177,88.3,13.24,88.3,52.95,6.2302,37.99034476962567
B0006,45,1.7337887419624838,86.69,14.82,86.69,51.99,6.1036,37.89882240244169
B0006,46,1.713325912040734,85.67,15.82,85.67,51.37,6.0248,37.82277216637584
B0006,47,1.7024077813673466,85.12,16.36,85.12,51.04,5.9808,38.065368726791895
B0006,48,1.8237194617818304,91.19,10.4,91.19,54.67,6.4576,39.788440481350335
B0006,49,1.8081284050314708,90.41,11.16,90.41,54.2,6.3998,39.05344151440918
B0006,50,1.7757610945034283,88.79,12.75,88.79,53.25,6.2709,38.59715004637951
B0006,51,1.7447409841836798,87.24,14.28,87.24,52.31,6.1478,38.517006516480606
B0006,52,1.729207034132373,86.46,15.04,86.46,51.84,6.0891,38.25803594640088
B0006,53,1.7081086552553244,85.41,16.08,85.4,51.21,6.0078,38.45028379947994
B0006,54,1.6975954237461768,84.88,16.59,84.88,50.89,5.9669,38.84395391055543
B0006,55,1.6820634524029463,84.1,17.36,84.1,50.43,5.9048,38.720068389869496
B0006,56,1.6714768322295086,83.57,17.88,83.57,50.12,5.8605,38.74827601131975
B0006,57,1.6607591387047655,83.04,18.4,83.04,49.8,5.8135,38.81442137442769
B0006,58,1.6511210150380693,82.56,18.88,82.56,49.5,5.774,39.124426055678896
B0006,59,1.640134925619093,82.01,19.42,82.01,49.18,5.736,39.40975004818685
B0006,60,1.629199941616544,81.46,19.95,81.46,48.85,5.6903,39.25512186308611
B0006,61,1.6088496302961666,80.44,20.95,80.44,48.25,5.6135,39.288652657322494
B0006,62,1.6035244898969248,80.18,21.22,80.18,48.09,5.5829,39.372842161748814
B0006,63,1.5989712144027983,79.95,21.44,79.95,47.93,5.5667,39.67635132515977
B0006,64,1.5876273123575604,79.38,22.0,79.38,47.62,5.5196,38.93177716759214
B0006,65,1.5829719744686166,79.15,22.23,79.15,47.48,5.5078,39.13862867708836
B0006,66,1.5671376367135632,78.36,23.0,78.36,47.0,5.4385,39.15706707232394
B0006,67,1.5613446139713882,78.07,23.29,78.07,46.83,5.4131,39.11556064707116
B0006,68,1.551171189279042,77.56,23.79,77.56,46.52,5.3746,39.14308307998525
B0006,69,1.5406741606295171,77.03,24.3,77.03,46.37,5.332,39.32481375803602
B0006,70,1.5253138744624433,76.27,25.06,76.26,45.91,5.2718,39.404095106828855
B0006,71,1.5301570318067428,76.51,24.82,76.51,45.9,5.2896,39.36098826834716
B0006,72,1.5246566834474091,76.23,25.09,76.23,45.73,5.2647,39.46368399504757
B0006,73,1.5145492986655429,75.73,25.59,75.73,45.43,5.2293,39.40688897787013
B0006,74,1.5093915046020818,75.47,25.84,75.47,45.28,5.206,39.48981342708976
B0006,75,1.5039974333050703,75.2,26.11,75.2,45.12,5.1814,39.53908941159524
B0006,76,1.4935201918040188,74.68,26.62,74.68,44.8,5.1426,39.47674280023015
B0006,77,1.4876323024497422,74.38,26.91,74.38,44.79,5.1127,39.83577350818906
B0006,78,1.5302876214401704,76.51,24.81,76.52,46.06,5.2836,40.41893857831922
B0006,79,1.5040760088360112,75.2,26.1,75.2,45.13,5.1775,40.02451449021777
B0006,80,1.4887593608730894,74.44,26.85,74.44,44.82,5.1124,39.981672504646006
B0006,81,1.4782779285546637,73.91,27.37,73.91,44.35,5.0768,40.04269485531106
B0006,82,1.478459982215684,73.92,27.36,73.92,44.34,5.0787,40.54426493664023
B0006,83,1.4732148448999731,73.66,27.62,73.66,44.2,5.0614,40.682207796265736
B0006,84,1.4675164935067897,73.38,27.9,73.38,44.02,5.0342,40.66534809610314
B0006,85,1.4516292657521337,72.58,28.68,72.58,43.71,4.9713,40.49312057833763
B0006,86,1.4519237720967175,72.6,28.66,72.6,43.56,4.9668,40.3268416534286
B0006,87,1.4471484694777743,72.36,28.9,72.36,43.41,4.9546,40.62933622858269
B0006,88,1.4468538105659885,72.34,28.91,72.34,43.4,4.9534,40.95841357216972
B0006,89,1.4416741930284678,72.08,29.17,72.08,43.25,4.9355,40.97534748042028
B0006,90,1.5935866593100128,79.68,21.7,79.68,47.78,5.5068,40.70912558043951
B0006,91,1.5463902376915637,77.32,24.02,77.32,46.37,5.3449,40.46476460144525
B0006,92,1.51470559175661,75.74,25.58,75.74,45.43,5.221,40.54878063528889
B0006,93,1.4989786083335404,74.95,26.35,74.95,44.97,5.1563,40.45973472309453
B0006,94,1.4831110745410492,74.16,27.13,74.16,44.49,5.0955,40.3235584895084
B0006,95,1.4729664825468278,73.65,27.63,73.65,44.19,5.0521,40.35144680527183
B0006,96,1.4627604396099307,73.14,28.13,73.14,43.88,5.015,40.43397955148421
B0006,97,1.4518364681062514,72.59,28.67,72.59,43.71,4.9718,40.523294131286654
B0006,98,1.4468670644030392,72.34,28.91,72.34,43.41,4.9511,40.558888975262775
B0006,99,1.441380399427779,72.07,29.18,72.07,43.24,4.9301,40.58420005702012
B0006,100,1.4312107449607745,71.56,29.68,71.56,43.1,4.8914,40.70770705131733
B0006,101,1.4260247179525716,71.3,29.94,71.3,42.95,4.8702,40.75817731636374
B0006,102,1.420487649966195,71.02,30.21,71.03,42.62,4.8508,40.68422268337908
B0006,103,1.4207006230355006,71.04,30.2,71.04,42.78,4.8485,41.34562077421373
B0006,104,1.4522558043308391,72.61,28.65,72.61,43.56,4.9816,41.358632318507695
B0006,105,1.4315576327725712,71.58,29.66,71.58,42.95,4.8985,41.32880059196829
B0006,106,1.4150157511589432,70.75,30.48,70.75,42.62,4.8307,41.32442934210184
B0006,107,1.4097311506517451,70.49,30.74,70.49,42.31,4.81,41.09412878483389
B0006,108,1.404917318129309,70.25,30.97,70.25,42.15,4.791,41.16864078088257
B0006,109,1.395164296571563,69.76,31.45,69.76,41.86,4.7592,41.3815243514052
B0006,110,1.3945343832614077,69.73,31.48,69.73,41.85,4.7555,41.5470938130409
B0006,111,1.3893171179312644,69.47,31.74,69.47,41.69,4.7297,41.391692643201104
B0006,112,1.3838379472327809,69.19,32.01,69.19,41.53,4.7075,41.32260490019405
B0006,113,1.3736814238195123,68.68,32.51,68.68,41.37,4.6703,41.60591385050248
B0006,114,1.3786059891863676,68.93,32.27,68.93,41.37,4.6913,41.77071599549783
B0006,115,1.3737600299108574,68.69,32.5,68.69,41.22,4.6716,41.6416514281012
B0006,116,1.3682580583942712,68.41,32.77,68.41,41.06,4.6479,41.51078060765933
B0006,117,1.3633024037317505,68.17,33.02,68.17,40.91,4.6269,41.41626206655671
B0006,118,1.35809661401726,67.9,33.27,67.9,40.75,4.6133,41.58325152286086
B0006,119,1.353269090999531,67.66,33.51,67.66,40.76,4.5962,41.97435947732746
B0006,120,1.3841605738237488,69.21,31.99,69.21,41.53,4.711,41.61679232360952
B0006,121,1.4051467790651473,70.26,30.96,70.26,42.16,4.7975,41.75772720039137
B0006,122,1.3787190226273531,68.94,32.26,68.94,41.53,4.6912,41.595272750804526
B0006,123,1.3682657783199066,68.41,32.77,68.41,41.07,4.6496,41.32156112867101
B0006,124,1.3573151296618016,67.87,33.31,67.86,40.89,4.6052,41.36550130829373
B0006,125,1.3524934638801596,67.62,33.55,67.62,40.6,4.5884,41.29420683262217
B0006,126,1.3474099151661236,67.37,33.8,67.37,40.44,4.5679,41.33650789930416
B0006,127,1.3370075130842318,66.85,34.31,66.85,40.29,4.5293,41.33288091955599
B0006,128,1.3312352966718526,66.56,34.59,66.56,40.12,4.5063,41.2551034223273
B0006,129,1.3259303781727645,66.3,34.85,66.3,39.8,4.487,41.15909826568658
B0006,130,1.321578743867529,66.08,35.07,66.08,39.82,4.4687,41.27580317696653
B0006,131,1.3212250740661091,66.06,35.09,66.06,39.66,4.4689,41.257860063743394
B0006,132,1.3156485301862682,65.78,35.36,65.78,39.5,4.4489,41.198679024946905
B0006,133,1.3209025697502388,66.05,35.1,66.04,39.66,4.4706,41.33015317746205
B0006,134,1.3474328767273906,67.37,33.8,67.37,40.44,4.5764,40.84695013517236
B0006,135,1.3260128072353616,66.3,34.85,66.3,39.8,4.4968,40.62954678107001
B0006,136,1.3101186784831065,65.51,35.63,65.51,39.49,4.4319,40.558399669887045
B0006,137,1.30521620229393,65.26,35.87,65.26,39.18,4.4124,40.293586399058654
B0006,138,1.3004061951355774,65.02,36.11,65.02,39.19,4.3941,40.73448171329992
B0006,139,1.300235735841116,65.01,36.12,65.01,39.04,4.397,40.82625781413672
B0006,140,1.2895066722480757,64.48,36.64,64.47,38.88,4.3535,40.72900571675222
B0006,141,1.279253057384795,63.96,37.15,63.96,38.57,4.3147,40.37942251954751
B0006,142,1.2792078171714618,63.96,37.15,63.96,38.4,4.3137,40.24826336353416
B0006,143,1.2740367609029228,63.7,37.4,63.7,38.4,4.2977,40.59574661063397
B0006,144,1.2741273923001468,63.71,37.4,63.71,38.26,4.2979,40.60991060697629
B0006,145,1.263763942644078,63.19,37.91,63.19,37.94,4.2574,40.3422828520572
B0006,146,1.2581373688955233,62.91,38.19,62.91,37.78,4.2361,40.13137569210646
B0006,147,1.253259864055301,62.66,38.42,62.66,37.79,4.2133,40.22053466539239
B0006,148,1.2532313315493426,62.66,38.43,62.66,37.78,4.2173,40.57645031231876
B0006,149,1.2480874960313575,62.4,38.68,62.4,37.47,4.2009,40.36006058310007
